"resId","resName","flightId","avSeats","totalSeats","type","orig","origDate","dest","destDate"
"R-273081178","4 passengers from SJCR: 2020-06-09T13:40 to 2020-07-07","F-945353266","16","20","transport","ISS","2020-07-07T12:00","SJCR","2020-07-07T20:00"
"R-228151716","2 passengers from UBMO: 2020-06-14T19:50 to 2020-06-27","F-499577311","18","20","shuttle","UBMO","2020-06-14T19:50","ISS","2020-06-15T03:50"
"R-228151716","2 passengers from UBMO: 2020-06-14T19:50 to 2020-06-27","F-500425039","18","20","transport","ISS","2020-06-17T09:20","VOS","2020-06-17T17:20"
"R-228151716","2 passengers from UBMO: 2020-06-14T19:50 to 2020-06-27","F-841453762","18","20","shuttle","VOS","2020-06-19T06:00","AMB","2020-06-20T06:00"
"R-228151716","2 passengers from UBMO: 2020-06-14T19:50 to 2020-06-27","F-749295819","18","20","shuttle","AMB","2020-06-21T15:50","JS","2020-06-22T15:50"
"R-228151716","2 passengers from UBMO: 2020-06-14T19:50 to 2020-06-27","F-275201890","18","20","shuttle","JS","2020-06-22T18:20","ISS","2020-06-23T18:20"
"R-228151716","2 passengers from UBMO: 2020-06-14T19:50 to 2020-06-27","F-502577446","18","20","transport","ISS","2020-06-27T05:50","UBMO","2020-06-27T13:50"
"R-156240852","3 passengers from LHEN: 2020-09-20T08:00 to 2020-10-08","F-404515157","17","20","shuttle","LHEN","2020-09-20T08:00","ISS","2020-09-20T16:00"
"R-156240852","3 passengers from LHEN: 2020-09-20T08:00 to 2020-10-08","F-754218022","14","20","transport","ISS","2020-09-23T14:10","TMM","2020-09-23T22:10"
"R-156240852","3 passengers from LHEN: 2020-09-20T08:00 to 2020-10-08","F-703164234","9","20","shuttle","TMM","2020-09-25T16:50","AMB","2020-09-26T16:50"
"R-156240852","3 passengers from LHEN: 2020-09-20T08:00 to 2020-10-08","F-135506142","17","20","shuttle","AMB","2020-09-28T16:20","JS","2020-09-29T16:20"
"R-156240852","3 passengers from LHEN: 2020-09-20T08:00 to 2020-10-08","F-111530340","17","20","shuttle","JS","2020-09-30T08:40","ISS","2020-10-01T08:40"
"R-156240852","3 passengers from LHEN: 2020-09-20T08:00 to 2020-10-08","F-274850076","13","20","transport","ISS","2020-10-08T15:50","LHEN","2020-10-08T23:50"
"R-976923105","2 passengers from UBMO: 2020-03-28T10:10 to 2020-05-21","F-971177379","18","20","shuttle","UBMO","2020-03-28T10:10","ISS","2020-03-28T18:10"
"R-976923105","2 passengers from UBMO: 2020-03-28T10:10 to 2020-05-21","F-133689603","11","20","transport","ISS","2020-04-19T13:30","AMB","2020-04-19T21:30"
"R-976923105","2 passengers from UBMO: 2020-03-28T10:10 to 2020-05-21","F-636300570","11","20","shuttle","AMB","2020-04-27T20:00","JS","2020-04-28T20:00"
"R-976923105","2 passengers from UBMO: 2020-03-28T10:10 to 2020-05-21","F-191036115","11","20","shuttle","JS","2020-04-29T18:00","VOS","2020-04-30T18:00"
"R-976923105","2 passengers from UBMO: 2020-03-28T10:10 to 2020-05-21","F-852600682","6","20","shuttle","VOS","2020-05-03T20:40","ISS","2020-05-04T20:40"
"R-976923105","2 passengers from UBMO: 2020-03-28T10:10 to 2020-05-21","F-505019475","9","20","transport","ISS","2020-05-21T08:20","UBMO","2020-05-21T16:20"
"R-250667228","3 passengers from UBMO: 2020-06-10T06:00 to 2020-07-11","F-473951687","12","20","shuttle","UBMO","2020-06-10T06:00","ISS","2020-06-10T14:00"
"R-250667228","3 passengers from UBMO: 2020-06-10T06:00 to 2020-07-11","F-44093363","6","20","transport","ISS","2020-06-22T17:20","AMB","2020-06-23T01:20"
"R-250667228","3 passengers from UBMO: 2020-06-10T06:00 to 2020-07-11","F-67570350","13","20","shuttle","AMB","2020-06-25T08:20","TMM","2020-06-26T08:20"
"R-250667228","3 passengers from UBMO: 2020-06-10T06:00 to 2020-07-11","F-304700885","17","20","shuttle","TMM","2020-06-26T16:40","JS","2020-06-27T16:40"
"R-250667228","3 passengers from UBMO: 2020-06-10T06:00 to 2020-07-11","F-664243352","17","20","shuttle","JS","2020-07-04T11:10","ISS","2020-07-05T11:10"
"R-250667228","3 passengers from UBMO: 2020-06-10T06:00 to 2020-07-11","F-489675751","17","20","transport","ISS","2020-07-10T19:40","UBMO","2020-07-11T03:40"
"R-622625765","4 passengers from SJCR: 2020-07-22T06:30 to 2020-08-16","F-403723146","16","20","shuttle","SJCR","2020-07-22T06:30","ISS","2020-07-22T14:30"
"R-622625765","4 passengers from SJCR: 2020-07-22T06:30 to 2020-08-16","F-567802410","11","20","transport","ISS","2020-07-25T17:50","TMM","2020-07-26T01:50"
"R-622625765","4 passengers from SJCR: 2020-07-22T06:30 to 2020-08-16","F-878783663","9","20","shuttle","TMM","2020-07-28T14:50","VOS","2020-07-29T14:50"
"R-622625765","4 passengers from SJCR: 2020-07-22T06:30 to 2020-08-16","F-175143402","16","20","shuttle","VOS","2020-07-29T15:00","AMB","2020-07-30T15:00"
"R-622625765","4 passengers from SJCR: 2020-07-22T06:30 to 2020-08-16","F-423812175","8","20","shuttle","AMB","2020-08-02T15:20","ISS","2020-08-03T15:20"
"R-622625765","4 passengers from SJCR: 2020-07-22T06:30 to 2020-08-16","F-700917947","11","20","transport","ISS","2020-08-15T20:20","SJCR","2020-08-16T04:20"
"R-587319852","5 passengers from SJCR: 2020-05-12T18:50 to 2020-06-15","F-266417290","15","20","shuttle","SJCR","2020-05-12T18:50","ISS","2020-05-13T02:50"
"R-587319852","5 passengers from SJCR: 2020-05-12T18:50 to 2020-06-15","F-290247482","0","20","transport","ISS","2020-05-15T08:10","AMB","2020-05-15T16:10"
"R-587319852","5 passengers from SJCR: 2020-05-12T18:50 to 2020-06-15","F-109783200","2","20","shuttle","AMB","2020-05-19T09:20","VOS","2020-05-20T09:20"
"R-587319852","5 passengers from SJCR: 2020-05-12T18:50 to 2020-06-15","F-646279857","7","20","shuttle","VOS","2020-05-27T14:10","JS","2020-05-28T14:10"
"R-587319852","5 passengers from SJCR: 2020-05-12T18:50 to 2020-06-15","F-172917605","5","20","shuttle","JS","2020-05-31T06:50","ISS","2020-06-01T06:50"
"R-587319852","5 passengers from SJCR: 2020-05-12T18:50 to 2020-06-15","F-609271440","1","20","transport","ISS","2020-06-15T10:40","SJCR","2020-06-15T18:40"
"R-662526842","1 passenger from SJCR: 2020-05-09T20:30 to 2020-06-15","F-197297101","19","20","shuttle","SJCR","2020-05-09T20:30","ISS","2020-05-10T04:30"
"R-662526842","1 passenger from SJCR: 2020-05-09T20:30 to 2020-06-15","F-942644811","0","20","transport","ISS","2020-05-19T08:00","VOS","2020-05-19T16:00"
"R-662526842","1 passenger from SJCR: 2020-05-09T20:30 to 2020-06-15","F-646279857","7","20","shuttle","VOS","2020-05-27T14:10","JS","2020-05-28T14:10"
"R-662526842","1 passenger from SJCR: 2020-05-09T20:30 to 2020-06-15","F-151345729","12","20","shuttle","JS","2020-06-02T07:40","TMM","2020-06-03T07:40"
"R-662526842","1 passenger from SJCR: 2020-05-09T20:30 to 2020-06-15","F-114502615","7","20","shuttle","TMM","2020-06-07T18:20","ISS","2020-06-08T18:20"
"R-662526842","1 passenger from SJCR: 2020-05-09T20:30 to 2020-06-15","F-609271440","1","20","transport","ISS","2020-06-15T10:40","SJCR","2020-06-15T18:40"
"R-932813990","1 passenger from SJCR: 2020-07-30T14:00 to 2020-08-27","F-70782260","15","20","shuttle","SJCR","2020-07-30T14:00","ISS","2020-07-30T22:00"
"R-932813990","1 passenger from SJCR: 2020-07-30T14:00 to 2020-08-27","F-958951655","3","20","transport","ISS","2020-08-07T18:20","AMB","2020-08-08T02:20"
"R-932813990","1 passenger from SJCR: 2020-07-30T14:00 to 2020-08-27","F-212505555","12","20","shuttle","AMB","2020-08-09T20:50","TMM","2020-08-10T20:50"
"R-932813990","1 passenger from SJCR: 2020-07-30T14:00 to 2020-08-27","F-729839473","17","20","shuttle","TMM","2020-08-22T12:40","JS","2020-08-23T12:40"
"R-932813990","1 passenger from SJCR: 2020-07-30T14:00 to 2020-08-27","F-328358926","17","20","shuttle","JS","2020-08-23T14:00","ISS","2020-08-24T14:00"
"R-932813990","1 passenger from SJCR: 2020-07-30T14:00 to 2020-08-27","F-986836178","12","20","transport","ISS","2020-08-27T14:00","SJCR","2020-08-27T22:00"
"R-891599467","4 passengers from CTWV: 2020-06-28T12:00 to 2020-08-13","F-703719865","16","20","shuttle","CTWV","2020-06-28T12:00","ISS","2020-06-28T20:00"
"R-891599467","4 passengers from CTWV: 2020-06-28T12:00 to 2020-08-13","F-447410149","0","20","transport","ISS","2020-07-20T06:10","AMB","2020-07-20T14:10"
"R-891599467","4 passengers from CTWV: 2020-06-28T12:00 to 2020-08-13","F-5442671","8","20","shuttle","AMB","2020-07-29T11:40","JS","2020-07-30T11:40"
"R-891599467","4 passengers from CTWV: 2020-06-28T12:00 to 2020-08-13","F-113132497","6","20","shuttle","JS","2020-08-06T07:10","TMM","2020-08-07T07:10"
"R-891599467","4 passengers from CTWV: 2020-06-28T12:00 to 2020-08-13","F-573631776","3","20","shuttle","TMM","2020-08-11T15:40","ISS","2020-08-12T15:40"
"R-891599467","4 passengers from CTWV: 2020-06-28T12:00 to 2020-08-13","F-908470734","11","20","transport","ISS","2020-08-13T05:20","CTWV","2020-08-13T13:20"
"R-615299207","2 passengers from LHEN: 2020-07-26T07:20 to 2020-09-09","F-976382666","18","20","shuttle","LHEN","2020-07-26T07:20","ISS","2020-07-26T15:20"
"R-615299207","2 passengers from LHEN: 2020-07-26T07:20 to 2020-09-09","F-958951655","3","20","transport","ISS","2020-08-07T18:20","AMB","2020-08-08T02:20"
"R-615299207","2 passengers from LHEN: 2020-07-26T07:20 to 2020-09-09","F-366529214","12","20","shuttle","AMB","2020-08-11T11:10","JS","2020-08-12T11:10"
"R-615299207","2 passengers from LHEN: 2020-07-26T07:20 to 2020-09-09","F-566387573","18","20","shuttle","JS","2020-08-19T05:10","TMM","2020-08-20T05:10"
"R-615299207","2 passengers from LHEN: 2020-07-26T07:20 to 2020-09-09","F-222444358","15","20","shuttle","TMM","2020-09-02T09:20","ISS","2020-09-03T09:20"
"R-615299207","2 passengers from LHEN: 2020-07-26T07:20 to 2020-09-09","F-655275425","14","20","transport","ISS","2020-09-09T11:00","LHEN","2020-09-09T19:00"
"R-972506150","2 passengers from UBMO: 2020-03-13T20:40 to 2020-04-07","F-710682756","14","20","shuttle","UBMO","2020-03-13T20:40","ISS","2020-03-14T04:40"
"R-972506150","2 passengers from UBMO: 2020-03-13T20:40 to 2020-04-07","F-201885017","12","20","transport","ISS","2020-03-19T12:10","TMM","2020-03-19T20:10"
"R-972506150","2 passengers from UBMO: 2020-03-13T20:40 to 2020-04-07","F-570443920","18","20","shuttle","TMM","2020-03-20T07:40","VOS","2020-03-21T07:40"
"R-972506150","2 passengers from UBMO: 2020-03-13T20:40 to 2020-04-07","F-88298291","18","20","shuttle","VOS","2020-03-30T17:50","AMB","2020-03-31T17:50"
"R-972506150","2 passengers from UBMO: 2020-03-13T20:40 to 2020-04-07","F-447752947","18","20","shuttle","AMB","2020-04-03T18:30","ISS","2020-04-04T18:30"
"R-972506150","2 passengers from UBMO: 2020-03-13T20:40 to 2020-04-07","F-595729779","18","20","transport","ISS","2020-04-07T06:10","UBMO","2020-04-07T14:10"
"R-648383873","5 passengers from UBMO: 2020-09-13T15:50 to 2020-10-08","F-466173994","15","20","shuttle","UBMO","2020-09-13T15:50","ISS","2020-09-13T23:50"
"R-648383873","5 passengers from UBMO: 2020-09-13T15:50 to 2020-10-08","F-623175877","11","20","transport","ISS","2020-09-19T08:00","VOS","2020-09-19T16:00"
"R-648383873","5 passengers from UBMO: 2020-09-13T15:50 to 2020-10-08","F-411046698","14","20","shuttle","VOS","2020-09-22T08:00","TMM","2020-09-23T08:00"
"R-648383873","5 passengers from UBMO: 2020-09-13T15:50 to 2020-10-08","F-703164234","9","20","shuttle","TMM","2020-09-25T16:50","AMB","2020-09-26T16:50"
"R-648383873","5 passengers from UBMO: 2020-09-13T15:50 to 2020-10-08","F-531157746","15","20","shuttle","AMB","2020-10-03T12:00","ISS","2020-10-04T12:00"
"R-648383873","5 passengers from UBMO: 2020-09-13T15:50 to 2020-10-08","F-711885855","15","20","transport","ISS","2020-10-07T18:10","UBMO","2020-10-08T02:10"
"R-777114293","1 passenger from LHEN: 2020-08-07T14:40 to 2020-08-31","F-507628398","19","20","shuttle","LHEN","2020-08-07T14:40","ISS","2020-08-07T22:40"
"R-777114293","1 passenger from LHEN: 2020-08-07T14:40 to 2020-08-31","F-538234297","10","20","transport","ISS","2020-08-08T17:50","AMB","2020-08-09T01:50"
"R-777114293","1 passenger from LHEN: 2020-08-07T14:40 to 2020-08-31","F-212505555","12","20","shuttle","AMB","2020-08-09T20:50","TMM","2020-08-10T20:50"
"R-777114293","1 passenger from LHEN: 2020-08-07T14:40 to 2020-08-31","F-729839473","17","20","shuttle","TMM","2020-08-22T12:40","JS","2020-08-23T12:40"
"R-777114293","1 passenger from LHEN: 2020-08-07T14:40 to 2020-08-31","F-328358926","17","20","shuttle","JS","2020-08-23T14:00","ISS","2020-08-24T14:00"
"R-777114293","1 passenger from LHEN: 2020-08-07T14:40 to 2020-08-31","F-687573598","13","20","transport","ISS","2020-08-31T10:40","LHEN","2020-08-31T18:40"
"R-399986841","1 passenger from LHEN: 2020-08-16T06:50 to 2020-08-31","F-557923089","19","20","shuttle","LHEN","2020-08-16T06:50","ISS","2020-08-16T14:50"
"R-399986841","1 passenger from LHEN: 2020-08-16T06:50 to 2020-08-31","F-441370003","8","20","transport","ISS","2020-08-19T16:20","VOS","2020-08-20T00:20"
"R-399986841","1 passenger from LHEN: 2020-08-16T06:50 to 2020-08-31","F-814183511","14","20","shuttle","VOS","2020-08-20T05:30","JS","2020-08-21T05:30"
"R-399986841","1 passenger from LHEN: 2020-08-16T06:50 to 2020-08-31","F-506583274","10","20","shuttle","JS","2020-08-21T17:50","AMB","2020-08-22T17:50"
"R-399986841","1 passenger from LHEN: 2020-08-16T06:50 to 2020-08-31","F-162747826","14","20","shuttle","AMB","2020-08-23T19:30","ISS","2020-08-24T19:30"
"R-399986841","1 passenger from LHEN: 2020-08-16T06:50 to 2020-08-31","F-687573598","13","20","transport","ISS","2020-08-31T10:40","LHEN","2020-08-31T18:40"
"R-690131240","2 passengers from LGCA: 2020-09-15T18:10 to 2020-10-12","F-342185035","16","20","shuttle","LGCA","2020-09-15T18:10","ISS","2020-09-16T02:10"
"R-690131240","2 passengers from LGCA: 2020-09-15T18:10 to 2020-10-12","F-956084315","18","20","transport","ISS","2020-09-22T15:20","AMB","2020-09-22T23:20"
"R-690131240","2 passengers from LGCA: 2020-09-15T18:10 to 2020-10-12","F-483775452","17","20","shuttle","AMB","2020-09-26T16:20","VOS","2020-09-27T16:20"
"R-690131240","2 passengers from LGCA: 2020-09-15T18:10 to 2020-10-12","F-530880086","18","20","shuttle","VOS","2020-09-28T07:50","TMM","2020-09-29T07:50"
"R-690131240","2 passengers from LGCA: 2020-09-15T18:10 to 2020-10-12","F-857461630","18","20","shuttle","TMM","2020-10-04T12:50","ISS","2020-10-05T12:50"
"R-690131240","2 passengers from LGCA: 2020-09-15T18:10 to 2020-10-12","F-692114441","18","20","transport","ISS","2020-10-12T08:00","LGCA","2020-10-12T16:00"
"R-858039134","1 passenger from UBMO: 2020-08-22T14:10 to 2020-10-03","F-515663208","19","20","shuttle","UBMO","2020-08-22T14:10","ISS","2020-08-22T22:10"
"R-858039134","1 passenger from UBMO: 2020-08-22T14:10 to 2020-10-03","F-994309115","19","20","transport","ISS","2020-08-25T06:10","TMM","2020-08-25T14:10"
"R-858039134","1 passenger from UBMO: 2020-08-22T14:10 to 2020-10-03","F-208877896","19","20","shuttle","TMM","2020-08-25T17:20","JS","2020-08-26T17:20"
"R-858039134","1 passenger from UBMO: 2020-08-22T14:10 to 2020-10-03","F-718670276","19","20","shuttle","JS","2020-08-29T09:20","AMB","2020-08-30T09:20"
"R-858039134","1 passenger from UBMO: 2020-08-22T14:10 to 2020-10-03","F-606171483","14","20","shuttle","AMB","2020-09-08T16:30","ISS","2020-09-09T16:30"
"R-858039134","1 passenger from UBMO: 2020-08-22T14:10 to 2020-10-03","F-624938966","12","20","transport","ISS","2020-10-03T13:00","UBMO","2020-10-03T21:00"
"R-951904419","1 passenger from SJCR: 2020-07-02T09:50 to 2020-07-24","F-608107533","19","20","shuttle","SJCR","2020-07-02T09:50","ISS","2020-07-02T17:50"
"R-951904419","1 passenger from SJCR: 2020-07-02T09:50 to 2020-07-24","F-700528801","11","20","transport","ISS","2020-07-12T08:50","JS","2020-07-12T16:50"
"R-951904419","1 passenger from SJCR: 2020-07-02T09:50 to 2020-07-24","F-180070298","15","20","shuttle","JS","2020-07-15T06:50","AMB","2020-07-16T06:50"
"R-951904419","1 passenger from SJCR: 2020-07-02T09:50 to 2020-07-24","F-817982955","19","20","shuttle","AMB","2020-07-17T12:30","TMM","2020-07-18T12:30"
"R-951904419","1 passenger from SJCR: 2020-07-02T09:50 to 2020-07-24","F-355106086","17","20","shuttle","TMM","2020-07-21T06:30","ISS","2020-07-22T06:30"
"R-951904419","1 passenger from SJCR: 2020-07-02T09:50 to 2020-07-24","F-41457062","19","20","transport","ISS","2020-07-23T18:00","SJCR","2020-07-24T02:00"
"R-753480222","2 passengers from UBMO: 2020-03-24T10:40 to 2020-04-24","F-601829636","18","20","shuttle","UBMO","2020-03-24T10:40","ISS","2020-03-24T18:40"
"R-753480222","2 passengers from UBMO: 2020-03-24T10:40 to 2020-04-24","F-976790102","18","20","transport","ISS","2020-03-27T19:00","VOS","2020-03-28T03:00"
"R-753480222","2 passengers from UBMO: 2020-03-24T10:40 to 2020-04-24","F-757685545","18","20","shuttle","VOS","2020-04-06T11:30","TMM","2020-04-07T11:30"
"R-753480222","2 passengers from UBMO: 2020-03-24T10:40 to 2020-04-24","F-265226765","18","20","shuttle","TMM","2020-04-08T11:30","AMB","2020-04-09T11:30"
"R-753480222","2 passengers from UBMO: 2020-03-24T10:40 to 2020-04-24","F-705000422","18","20","shuttle","AMB","2020-04-14T15:50","ISS","2020-04-15T15:50"
"R-753480222","2 passengers from UBMO: 2020-03-24T10:40 to 2020-04-24","F-557018451","10","20","transport","ISS","2020-04-23T18:30","UBMO","2020-04-24T02:30"
"R-788616653","4 passengers from SJCR: 2020-07-30T14:00 to 2020-08-20","F-70782260","15","20","shuttle","SJCR","2020-07-30T14:00","ISS","2020-07-30T22:00"
"R-788616653","4 passengers from SJCR: 2020-07-30T14:00 to 2020-08-20","F-461672792","13","20","transport","ISS","2020-07-31T09:40","TMM","2020-07-31T17:40"
"R-788616653","4 passengers from SJCR: 2020-07-30T14:00 to 2020-08-20","F-238037225","13","20","shuttle","TMM","2020-08-03T14:40","VOS","2020-08-04T14:40"
"R-788616653","4 passengers from SJCR: 2020-07-30T14:00 to 2020-08-20","F-374897358","10","20","shuttle","VOS","2020-08-08T19:20","AMB","2020-08-09T19:20"
"R-788616653","4 passengers from SJCR: 2020-07-30T14:00 to 2020-08-20","F-852123422","5","20","shuttle","AMB","2020-08-17T05:40","ISS","2020-08-18T05:40"
"R-788616653","4 passengers from SJCR: 2020-07-30T14:00 to 2020-08-20","F-975683774","16","20","transport","ISS","2020-08-20T08:00","SJCR","2020-08-20T16:00"
"R-69814827","1 passenger from CTWV: 2020-05-09T11:30 to 2020-06-04","F-113101811","15","20","shuttle","CTWV","2020-05-09T11:30","ISS","2020-05-09T19:30"
"R-69814827","1 passenger from CTWV: 2020-05-09T11:30 to 2020-06-04","F-765758163","19","20","transport","ISS","2020-05-17T15:00","TMM","2020-05-17T23:00"
"R-69814827","1 passenger from CTWV: 2020-05-09T11:30 to 2020-06-04","F-810534758","14","20","shuttle","TMM","2020-05-20T07:50","VOS","2020-05-21T07:50"
"R-69814827","1 passenger from CTWV: 2020-05-09T11:30 to 2020-06-04","F-373204429","19","20","shuttle","VOS","2020-05-25T09:10","AMB","2020-05-26T09:10"
"R-69814827","1 passenger from CTWV: 2020-05-09T11:30 to 2020-06-04","F-717029000","19","20","shuttle","AMB","2020-05-26T16:30","ISS","2020-05-27T16:30"
"R-69814827","1 passenger from CTWV: 2020-05-09T11:30 to 2020-06-04","F-762644052","9","20","transport","ISS","2020-06-04T07:50","CTWV","2020-06-04T15:50"
"R-327177856","5 passengers from SJCR: 2020-03-17T13:00 to 2020-04-15","F-357887691","15","20","shuttle","SJCR","2020-03-17T13:00","ISS","2020-03-17T21:00"
"R-327177856","5 passengers from SJCR: 2020-03-17T13:00 to 2020-04-15","F-201885017","12","20","transport","ISS","2020-03-19T12:10","TMM","2020-03-19T20:10"
"R-327177856","5 passengers from SJCR: 2020-03-17T13:00 to 2020-04-15","F-932199558","15","20","shuttle","TMM","2020-03-21T07:20","JS","2020-03-22T07:20"
"R-327177856","5 passengers from SJCR: 2020-03-17T13:00 to 2020-04-15","F-213837134","13","20","shuttle","JS","2020-04-06T07:00","VOS","2020-04-07T07:00"
"R-327177856","5 passengers from SJCR: 2020-03-17T13:00 to 2020-04-15","F-530920373","13","20","shuttle","VOS","2020-04-07T11:40","ISS","2020-04-08T11:40"
"R-327177856","5 passengers from SJCR: 2020-03-17T13:00 to 2020-04-15","F-859547513","13","20","transport","ISS","2020-04-15T05:00","SJCR","2020-04-15T13:00"
"R-342080789","3 passengers from LHEN: 2020-07-06T15:10 to 2020-07-22","F-365627067","17","20","shuttle","LHEN","2020-07-06T15:10","ISS","2020-07-06T23:10"
"R-342080789","3 passengers from LHEN: 2020-07-06T15:10 to 2020-07-22","F-46203133","4","20","transport","ISS","2020-07-14T18:00","TMM","2020-07-15T02:00"
"R-342080789","3 passengers from LHEN: 2020-07-06T15:10 to 2020-07-22","F-806306450","9","20","shuttle","TMM","2020-07-15T17:50","VOS","2020-07-16T17:50"
"R-342080789","3 passengers from LHEN: 2020-07-06T15:10 to 2020-07-22","F-670957131","13","20","shuttle","VOS","2020-07-18T06:40","AMB","2020-07-19T06:40"
"R-342080789","3 passengers from LHEN: 2020-07-06T15:10 to 2020-07-22","F-740883644","10","20","shuttle","AMB","2020-07-19T15:30","ISS","2020-07-20T15:30"
"R-342080789","3 passengers from LHEN: 2020-07-06T15:10 to 2020-07-22","F-439894747","16","20","transport","ISS","2020-07-21T19:10","LHEN","2020-07-22T03:10"
"R-271966886","1 passenger from SJCR: 2020-09-25T08:00 to 2020-10-18","F-556843442","19","20","shuttle","SJCR","2020-09-25T08:00","ISS","2020-09-25T16:00"
"R-271966886","1 passenger from SJCR: 2020-09-25T08:00 to 2020-10-18","F-411433107","18","20","transport","ISS","2020-09-28T17:30","TMM","2020-09-29T01:30"
"R-271966886","1 passenger from SJCR: 2020-09-25T08:00 to 2020-10-18","F-257065823","18","20","shuttle","TMM","2020-09-30T18:20","AMB","2020-10-01T18:20"
"R-271966886","1 passenger from SJCR: 2020-09-25T08:00 to 2020-10-18","F-18618511","16","20","shuttle","AMB","2020-10-09T09:00","VOS","2020-10-10T09:00"
"R-271966886","1 passenger from SJCR: 2020-09-25T08:00 to 2020-10-18","F-825025097","15","20","shuttle","VOS","2020-10-10T14:20","ISS","2020-10-11T14:20"
"R-271966886","1 passenger from SJCR: 2020-09-25T08:00 to 2020-10-18","F-188597429","19","20","transport","ISS","2020-10-18T10:00","SJCR","2020-10-18T18:00"
"R-692888912","4 passengers from LHEN: 2020-04-01T12:20 to 2020-05-06","F-675295095","16","20","shuttle","LHEN","2020-04-01T12:20","ISS","2020-04-01T20:20"
"R-692888912","4 passengers from LHEN: 2020-04-01T12:20 to 2020-05-06","F-133689603","11","20","transport","ISS","2020-04-19T13:30","AMB","2020-04-19T21:30"
"R-692888912","4 passengers from LHEN: 2020-04-01T12:20 to 2020-05-06","F-636300570","11","20","shuttle","AMB","2020-04-27T20:00","JS","2020-04-28T20:00"
"R-692888912","4 passengers from LHEN: 2020-04-01T12:20 to 2020-05-06","F-191036115","11","20","shuttle","JS","2020-04-29T18:00","VOS","2020-04-30T18:00"
"R-692888912","4 passengers from LHEN: 2020-04-01T12:20 to 2020-05-06","F-852600682","6","20","shuttle","VOS","2020-05-03T20:40","ISS","2020-05-04T20:40"
"R-692888912","4 passengers from LHEN: 2020-04-01T12:20 to 2020-05-06","F-274024862","16","20","transport","ISS","2020-05-06T09:00","LHEN","2020-05-06T17:00"
"R-897618511","5 passengers from UBMO: 2020-04-30T20:50 to 2020-06-16","F-36122109","15","20","shuttle","UBMO","2020-04-30T20:50","ISS","2020-05-01T04:50"
"R-897618511","5 passengers from UBMO: 2020-04-30T20:50 to 2020-06-16","F-942644811","0","20","transport","ISS","2020-05-19T08:00","VOS","2020-05-19T16:00"
"R-897618511","5 passengers from UBMO: 2020-04-30T20:50 to 2020-06-16","F-973372705","8","20","shuttle","VOS","2020-05-26T16:00","TMM","2020-05-27T16:00"
"R-897618511","5 passengers from UBMO: 2020-04-30T20:50 to 2020-06-16","F-369317758","13","20","shuttle","TMM","2020-05-30T09:30","JS","2020-05-31T09:30"
"R-897618511","5 passengers from UBMO: 2020-04-30T20:50 to 2020-06-16","F-297001741","12","20","shuttle","JS","2020-06-11T05:30","ISS","2020-06-12T05:30"
"R-897618511","5 passengers from UBMO: 2020-04-30T20:50 to 2020-06-16","F-418062869","5","20","transport","ISS","2020-06-16T11:40","UBMO","2020-06-16T19:40"
"R-675908976","5 passengers from SJCR: 2020-07-14T20:10 to 2020-08-16","F-470464668","15","20","shuttle","SJCR","2020-07-14T20:10","ISS","2020-07-15T04:10"
"R-675908976","5 passengers from SJCR: 2020-07-14T20:10 to 2020-08-16","F-130310786","13","20","transport","ISS","2020-07-15T11:20","VOS","2020-07-15T19:20"
"R-675908976","5 passengers from SJCR: 2020-07-14T20:10 to 2020-08-16","F-741408076","8","20","shuttle","VOS","2020-07-30T07:00","TMM","2020-07-31T07:00"
"R-675908976","5 passengers from SJCR: 2020-07-14T20:10 to 2020-08-16","F-443648428","15","20","shuttle","TMM","2020-08-04T12:40","AMB","2020-08-05T12:40"
"R-675908976","5 passengers from SJCR: 2020-07-14T20:10 to 2020-08-16","F-864286955","15","20","shuttle","AMB","2020-08-08T06:50","ISS","2020-08-09T06:50"
"R-675908976","5 passengers from SJCR: 2020-07-14T20:10 to 2020-08-16","F-700917947","11","20","transport","ISS","2020-08-15T20:20","SJCR","2020-08-16T04:20"
"R-805051518","3 passengers from CTWV: 2020-08-10T08:00 to 2020-09-06","F-993550673","17","20","shuttle","CTWV","2020-08-10T08:00","ISS","2020-08-10T16:00"
"R-805051518","3 passengers from CTWV: 2020-08-10T08:00 to 2020-09-06","F-975291805","11","20","transport","ISS","2020-08-17T12:00","JS","2020-08-17T20:00"
"R-805051518","3 passengers from CTWV: 2020-08-10T08:00 to 2020-09-06","F-506583274","10","20","shuttle","JS","2020-08-21T17:50","AMB","2020-08-22T17:50"
"R-805051518","3 passengers from CTWV: 2020-08-10T08:00 to 2020-09-06","F-892975142","17","20","shuttle","AMB","2020-08-28T10:00","TMM","2020-08-29T10:00"
"R-805051518","3 passengers from CTWV: 2020-08-10T08:00 to 2020-09-06","F-222444358","15","20","shuttle","TMM","2020-09-02T09:20","ISS","2020-09-03T09:20"
"R-805051518","3 passengers from CTWV: 2020-08-10T08:00 to 2020-09-06","F-951420900","17","20","transport","ISS","2020-09-06T06:00","CTWV","2020-09-06T14:00"
"R-917971849","2 passengers from SJCR: 2020-04-21T19:00 to 2020-06-15","F-415453469","18","20","shuttle","SJCR","2020-04-21T19:00","ISS","2020-04-22T03:00"
"R-917971849","2 passengers from SJCR: 2020-04-21T19:00 to 2020-06-15","F-942644811","0","20","transport","ISS","2020-05-19T08:00","VOS","2020-05-19T16:00"
